epoch-cycle,critic-loss,actor-loss
0,31297.6816406,0.000245886825724
0,15646.9296875,-0.00405067997053
0,45.9877281189,-0.00494760926813
0,31294.4765625,-0.005485820584
0,15679.0585938,-0.00670767016709
0,27.4870891571,-0.00719615537673
0,15677.1767578,-0.00852748937905
0,15670.8261719,-0.0089110545814
0,31277.5566406,-0.00964085198939
0,15666.34375,-0.0107608474791
0,40.0285453796,-0.0119740236551
0,34.9803237915,-0.0121022388339
0,55.1687316895,-0.0130697097629
0,15656.2910156,-0.0139751434326
0,46.7048377991,-0.0142810605466
0,15659.7822266,-0.0155121348798
0,15654.8125,-0.0157182961702
0,15657.0830078,-0.0164494141936
0,15662.4033203,-0.0177312418818
0,31290.8671875,-0.0184654444456
0,44.215763092,-0.0197512432933
0,23.7682151794,-0.020485766232
0,62545.6992188,-0.0205158554018
0,15660.7158203,-0.0219969376922
0,15652.8574219,-0.0225202273577
0,15660.7714844,-0.0234246645123
0,76.2494659424,-0.0242943130434
0,15678.0205078,-0.0249589309096
0,31312.0214844,-0.0254208575934
0,33.3068199158,-0.025974560529
0,15668.0849609,-0.0273298509419
0,40.3045349121,-0.0285058282316
0,15663.8447266,-0.0286354534328
0,43.0795402527,-0.0289296414703
0,15655.9033203,-0.0299078002572
0,45.6464881897,-0.0309858433902
0,47.9150848389,-0.031852774322
0,32.7797889709,-0.0321400053799
0,41.9299545288,-0.0335345342755
0,15665.5566406,-0.0336400046945
0,45.0222434998,-0.0336909145117
0,47.4444198608,-0.0351563505828
0,31285.8203125,-0.0357920601964
0,40.2534332275,-0.0362404435873
0,31278.9375,-0.0372246205807
0,46915.8242188,-0.0371277779341
0,15652.4765625,-0.038410384208
0,36.1887969971,-0.0397986657917
0,15662.1435547,-0.0393537245691
0,31290.4863281,-0.0405886918306
1,15727.3417969,-0.0398427769542
1,113.808784485,-0.0404102317989
1,39.2881698608,-0.0421469137073
1,35.0069847107,-0.0428067781031
1,157.498825073,-0.0440873652697
1,15647.5302734,-0.04424764961
1,95.4606704712,-0.0453025996685
1,15711.1787109,-0.0466695204377
1,31288.8105469,-0.0466739684343
1,87.4903030396,-0.0479114428163
1,42.9663124084,-0.0493588410318
1,35.9498786926,-0.0493323765695
1,15677.9150391,-0.0493822842836
1,105.444404602,-0.0510854534805
1,33.6821708679,-0.0510865002871
1,22.4630718231,-0.0523951277137
1,25.1164226532,-0.0532885193825
1,15724.4228516,-0.0531095303595
1,95.7853240967,-0.0549675822258
1,15662.3779297,-0.0547245517373
1,103.372131348,-0.056394405663
1,169.78692627,-0.0563739538193
1,22.1933002472,-0.0574595704675
1,32.0320930481,-0.0583070665598
1,171.407119751,-0.0589962564409
1,33.2968330383,-0.0601938329637
1,40.2064476013,-0.0620239749551
1,31355.625,-0.0602881833911
1,15675.046875,-0.063036352396
1,19.7471790314,-0.0645685121417
1,15783.5087891,-0.0637816786766
1,155.076324463,-0.0653840899467
1,22.4859886169,-0.0655667930841
1,27.6813488007,-0.0673134326935
1,15650.6435547,-0.0686832219362
1,28.7228012085,-0.0685677528381
1,25.5416717529,-0.0694323256612
1,34.7356758118,-0.0705694705248
1,95.8265075684,-0.0706281512976
1,102.887588501,-0.0725386664271
1,15647.6386719,-0.0722626149654
1,96.473991394,-0.0739194527268
1,28.7632694244,-0.0748652070761
1,103.335617065,-0.0758002623916
1,47.5321540833,-0.0760837495327
1,84.9775390625,-0.0782901644707
1,105.590789795,-0.0776092708111
1,303.328948975,-0.0788106322289
1,39.8961639404,-0.0800919085741
1,62.3852996826,-0.0805567204952
2,15648.0927734,-0.0811135023832
2,99.392074585,-0.0815380513668
2,15720.1933594,-0.0819816440344
2,15643.953125,-0.0835404992104
2,51.87890625,-0.0850436836481
2,15641.0742188,-0.0853339061141
2,89.4784851074,-0.0868220031261
2,15726.3330078,-0.088684886694
2,104.335044861,-0.0896572396159
2,15661.6259766,-0.0904315859079
2,15729.2597656,-0.0912465006113
2,15721.0,-0.0932556837797
2,30.0802001953,-0.0944393277168
2,95.2743911743,-0.0954646989703
2,15638.4775391,-0.0961190238595
2,31267.6796875,-0.0979740470648
2,42.2646141052,-0.0991755723953
2,29.2351055145,-0.100325867534
2,108.217834473,-0.100824892521
2,16.9481639862,-0.102835431695
2,92.8154602051,-0.103531911969
2,93.1118164062,-0.104020066559
2,15716.9238281,-0.105055764318
2,15656.7548828,-0.106740236282
2,24.6747627258,-0.106752410531
2,15647.8417969,-0.107339859009
2,15653.3291016,-0.109434098005
2,20.8736610413,-0.110416322947
2,15656.2519531,-0.111250385642
2,32.5871505737,-0.111929297447
2,15725.8183594,-0.113654352725
2,18.4689903259,-0.114314466715
2,51.8988800049,-0.115480393171
2,15770.2607422,-0.116883963346
2,102.806930542,-0.117497503757
2,15721.7041016,-0.118688195944
2,26.0377063751,-0.119908362627
2,36.1000671387,-0.120184510946
2,102.707969666,-0.121134735644
2,93.5382232666,-0.121942043304
2,15644.5361328,-0.123074293137
2,15657.8388672,-0.123878985643
2,27.0317573547,-0.125464901328
2,15723.4140625,-0.125729858875
2,22.3950023651,-0.1272983253
2,15646.2041016,-0.128047287464
2,15644.3583984,-0.128885656595
2,27.8038082123,-0.129757061601
2,15643.2226562,-0.130505338311
2,15649.6279297,-0.132596880198
3,17.6679592133,-0.13270136714
3,29.9557437897,-0.133522942662
3,15647.5048828,-0.135328426957
3,27.6651058197,-0.13589861989
3,48.1994857788,-0.137122750282
3,15644.9619141,-0.138040721416
3,26.692276001,-0.138708531857
3,17.6650028229,-0.14017957449
3,163.062225342,-0.140355616808
3,18.8749332428,-0.141928866506
3,123.164367676,-0.142385721207
3,96.2665328979,-0.143368333578
3,30.0033664703,-0.143639802933
3,15652.1865234,-0.144500821829
3,23.4766044617,-0.145523637533
3,31334.875,-0.146204143763
3,15652.5234375,-0.146680861712
3,15654.0556641,-0.147682026029
3,176.442993164,-0.14907053113
3,15716.5917969,-0.149999275804
3,15676.2783203,-0.151131540537
3,38.618598938,-0.15227304399
3,15654.5322266,-0.152927145362
3,15652.6552734,-0.153772175312
3,37.9550514221,-0.154699504375
3,15642.8193359,-0.156042426825
3,15646.0283203,-0.157129183412
3,15644.1884766,-0.15789231658
3,15638.9648438,-0.158184602857
3,35.5935974121,-0.160130292177
3,15639.3271484,-0.161405801773
3,15645.03125,-0.162363529205
3,15643.5625,-0.163472235203
3,15654.5341797,-0.164631724358
3,35.1136131287,-0.165581583977
3,15641.9414062,-0.167070657015
3,62511.6835938,-0.167782843113
3,15646.1582031,-0.169322654605
3,99.0149154663,-0.169987946749
3,15782.2929688,-0.171450838447
3,93.1596679688,-0.172567695379
3,15717.4775391,-0.173417508602
3,34.8277931213,-0.17473590374
3,23.7962417603,-0.175567105412
3,13.5675964355,-0.17703999579
3,37.056427002,-0.177720636129
3,35.4967002869,-0.178590685129
3,92.9973144531,-0.179421812296
3,23.5428829193,-0.180114477873
3,27.6655502319,-0.180575817823
4,29.1310863495,-0.181162193418
4,28.6921730042,-0.182313248515
4,31333.7910156,-0.182872623205
4,34.2410621643,-0.183421656489
4,23.0628089905,-0.184214785695
4,15662.7675781,-0.185198396444
4,97.6882171631,-0.186028763652
4,110.337760925,-0.186991542578
4,15703.0712891,-0.187442466617
4,212.823638916,-0.188451200724
4,43.9981842041,-0.188917949796
4,15717.6777344,-0.189758449793
4,49.5653572083,-0.19122749567
4,41.1701393127,-0.191772714257
4,15637.1542969,-0.192520409822
4,26.9835681915,-0.192780464888
4,103.068588257,-0.193630173802
4,97.8330764771,-0.194602280855
4,97.8873748779,-0.194854229689
4,14.8885622025,-0.195629626513
4,31.6981601715,-0.196234419942
4,15709.1103516,-0.196673095226
4,37.5516929626,-0.197341501713
4,15660.6552734,-0.197911798954
4,96.543548584,-0.198510020971
4,37.3214149475,-0.199079036713
4,28.3569316864,-0.200021117926
4,17.2690563202,-0.200518250465
4,90.5894470215,-0.201029494405
4,15639.4384766,-0.201618999243
4,15653.1796875,-0.202169209719
4,160.195983887,-0.202772527933
4,42.0024642944,-0.203478902578
4,15642.5751953,-0.203811243176
4,34.0576629639,-0.204493373632
4,15650.4316406,-0.205517306924
4,35.618888855,-0.205806702375
4,21.8621273041,-0.206405252218
4,15647.8085938,-0.207254588604
4,15717.8261719,-0.207749322057
4,15650.3642578,-0.208750873804
4,89.4772796631,-0.2093321383
4,31252.515625,-0.209612458944
4,15647.4941406,-0.210821077228
4,30.3741073608,-0.21146017313
4,146.158081055,-0.212943136692
4,164.932754517,-0.214009970427
4,15648.0585938,-0.214648649096
4,15886.1074219,-0.215412169695
4,15739.2851562,-0.215870767832
5,27.0335979462,-0.21728605032
5,152.560287476,-0.217849552631
5,143.181381226,-0.217950612307
5,15718.3505859,-0.219335928559
5,26.6706485748,-0.220159232616
5,98.1452102661,-0.221028804779
5,15.0147428513,-0.221559643745
5,15707.9013672,-0.222142755985
5,28.8247833252,-0.223222523928
5,176.199890137,-0.223896056414
5,15635.484375,-0.224678695202
5,15643.2998047,-0.225496411324
5,15654.5429688,-0.226523190737
5,15640.9033203,-0.227262482047
5,28.3390350342,-0.227919086814
5,15654.0371094,-0.229156047106
5,15772.0351562,-0.230114758015
5,15659.5429688,-0.230339705944
5,15659.6679688,-0.232278376818
5,25.6326751709,-0.232343435287
5,222.515640259,-0.23362031579
5,86.467590332,-0.235167860985
5,23.3291416168,-0.235480904579
5,15637.4238281,-0.236613541842
5,46946.1484375,-0.237322673202
5,15646.0683594,-0.238446339965
5,24.9204597473,-0.238880187273
5,35.2363777161,-0.240315824747
5,81.7465820312,-0.241211250424
5,31332.6054688,-0.241969227791
5,15639.3349609,-0.242833971977
5,31.9616088867,-0.243929743767
5,29.251335144,-0.245049595833
5,90.4449462891,-0.246167004108
5,15642.6826172,-0.246882632375
5,139.612442017,-0.247806817293
5,42.0139083862,-0.248322933912
5,35.2335853577,-0.249413698912
5,15646.7548828,-0.2503464818
5,31282.5722656,-0.250606536865
5,31246.9824219,-0.251320689917
5,175.163040161,-0.25263094902
5,25.2441749573,-0.253551483154
5,15654.4316406,-0.254601836205
5,24.7759552002,-0.25579303503
5,15736.8310547,-0.256260156631
5,104.426292419,-0.256707370281
5,15770.8867188,-0.257885783911
5,15716.9736328,-0.25914144516
5,55.6872215271,-0.259468257427
6,15644.6240234,-0.259780347347
6,154.213775635,-0.260778516531
6,15648.9189453,-0.261239141226
6,20.4879455566,-0.261853575706
6,15727.3662109,-0.263099968433
6,39.108669281,-0.263480335474
6,22.4283447266,-0.264367848635
6,15645.6416016,-0.265509605408
6,104.622085571,-0.265970945358
6,30.0912036896,-0.266703188419
6,15789.0693359,-0.267873644829
6,25.7288341522,-0.268838226795
6,32.4622344971,-0.269503325224
6,13.5431470871,-0.270151436329
6,150.641571045,-0.271004706621
6,15.1142702103,-0.271614730358
6,21.5143127441,-0.272079706192
6,15648.4296875,-0.27282679081
6,15658.8916016,-0.273416429758
6,102.179321289,-0.274274230003
6,20.5848579407,-0.274246573448
6,113.023498535,-0.275491654873
6,21.521440506,-0.275324702263
6,143.908218384,-0.276386648417
6,37.1027755737,-0.276986718178
6,21.4259548187,-0.277850568295
6,30.8439540863,-0.27831697464
6,32.1680641174,-0.278854310513
6,15765.0976562,-0.279217094183
6,18.2602863312,-0.2795368433
6,159.392349243,-0.280286073685
6,30.2888946533,-0.28077763319
6,24.1794815063,-0.281327307224
6,21.7704124451,-0.28183734417
6,50.1068725586,-0.282085120678
6,31260.1816406,-0.282368302345
6,89.8544998169,-0.283346474171
6,18.1037864685,-0.283718258142
6,19.5457668304,-0.284309208393
6,65.6521377563,-0.284980595112
6,35.8228988647,-0.28577157855
6,30.2726764679,-0.285893917084
6,21.0115356445,-0.286994040012
6,22.7999801636,-0.286877036095
6,24.5839862823,-0.287837088108
6,38.5250015259,-0.288076877594
6,15.2498369217,-0.28827086091
6,15706.9560547,-0.288727581501
6,58.2552261353,-0.288915991783
6,100.547111511,-0.289901912212
7,15649.2988281,-0.290544420481
7,34.8739700317,-0.290838479996
7,31262.140625,-0.291464477777
7,15634.8330078,-0.292115479708
7,162.851455688,-0.292870163918
7,44.4105148315,-0.293873488903
7,15701.3037109,-0.294155597687
7,15630.8310547,-0.295378535986
7,104.958343506,-0.295690387487
7,139.755371094,-0.296841263771
7,30.7101192474,-0.297072738409
7,31272.0546875,-0.298074483871
7,30.6007480621,-0.29906603694
7,80.0549850464,-0.29940751195
7,33.9009437561,-0.300165951252
7,15700.1210938,-0.30144995451
7,22.9872398376,-0.301926970482
7,28.3525733948,-0.302649080753
7,44.9622955322,-0.303342193365
7,48.591583252,-0.303964495659
7,15643.8652344,-0.304669797421
7,15639.7558594,-0.305242389441
7,15719.2890625,-0.3060503304
7,21.5271911621,-0.306627005339
7,31268.5332031,-0.307792067528
7,15701.2431641,-0.308388203382
7,143.059616089,-0.309524774551
7,15823.1357422,-0.31049901247
7,15719.1152344,-0.311444103718
7,35.2399597168,-0.312261641026
7,38.7803115845,-0.312760174274
7,55.4650840759,-0.31391415
7,33.6410827637,-0.314775258303
7,29.2521762848,-0.315335601568
7,15634.109375,-0.31613740325
7,15631.2363281,-0.317180007696
7,15628.8095703,-0.317933857441
7,20.1864261627,-0.318548709154
7,98.4910354614,-0.319638609886
7,37.4917678833,-0.319931566715
7,14.0353431702,-0.320748239756
7,22.5734214783,-0.321450769901
7,19.3371372223,-0.322343230247
7,27.2966442108,-0.322572588921
7,32.9648704529,-0.323215067387
7,91.1552581787,-0.323863267899
7,147.395462036,-0.324715465307
7,96.0950927734,-0.32487654686
7,15661.546875,-0.325530230999
7,15.9504766464,-0.325974941254
8,29.2176151276,-0.326595664024
8,49.9074134827,-0.32712250948
8,25.4680957794,-0.327392876148
8,143.812637329,-0.328468292952
8,23.2026443481,-0.328757882118
8,100.366287231,-0.328960239887
8,19.8197841644,-0.329653352499
8,53.0946006775,-0.330006062984
8,143.124710083,-0.330495357513
8,15.0979881287,-0.33098372817
8,26.5695419312,-0.330889344215
8,25.2139167786,-0.331737339497
8,15694.9472656,-0.332094490528
8,15648.5136719,-0.33253210783
8,15647.0800781,-0.33300447464
8,15645.03125,-0.333509087563
8,26.7775344849,-0.334343582392
8,15.4706916809,-0.335390329361
8,32.3534469604,-0.335557162762
8,16.2688083649,-0.336407482624
8,21.6284103394,-0.33735242486
8,22.1636657715,-0.337678551674
8,15637.3740234,-0.338201880455
8,15767.9130859,-0.338736474514
8,21.4446697235,-0.33937638998
8,78.5551376343,-0.340003967285
8,19.7651615143,-0.340608179569
8,18.8278446198,-0.340968430042
8,44.4685325623,-0.341662943363
8,15633.5585938,-0.342298567295
8,15774.328125,-0.342523813248
8,143.876861572,-0.343644797802
8,78.2340927124,-0.344255328178
8,47.9206848145,-0.344947367907
8,34.2451934814,-0.34577819705
8,17.0136909485,-0.345903664827
8,31247.3378906,-0.346663177013
8,209.054077148,-0.347312778234
8,60.3502197266,-0.348036646843
8,15709.7773438,-0.348675131798
8,43.6479072571,-0.349355310202
8,108.231155396,-0.350216805935
8,15639.1074219,-0.350937902927
8,37.3662872314,-0.351433068514
8,14.2972450256,-0.352147221565
8,44.4111480713,-0.352890312672
8,90.8820495605,-0.3535605371
8,39.2110443115,-0.354060024023
8,33.911907196,-0.354631155729
8,44.189907074,-0.355490386486
9,31.6216011047,-0.355898916721
9,25.0525016785,-0.356199890375
9,38.4698104858,-0.356384336948
9,20.3509693146,-0.35713416338
9,32.8211212158,-0.357420623302
9,31439.65625,-0.358121752739
9,30.3522415161,-0.358607798815
9,17.7323379517,-0.359466075897
9,15631.0732422,-0.359861373901
9,173.164337158,-0.360637485981
9,17.4743347168,-0.361178457737
9,92.0683441162,-0.361314237118
9,15626.4941406,-0.36249512434
9,15772.1416016,-0.362773656845
9,15652.1806641,-0.363762199879
9,15849.3349609,-0.364861369133
9,30.831829071,-0.365455001593
9,21.2598991394,-0.36621683836
9,15639.4238281,-0.366967976093
9,24.732006073,-0.367906928062
9,20.2189922333,-0.368671476841
9,17.1412086487,-0.369394361973
9,24.6838493347,-0.369966268539
9,31.4483470917,-0.370612323284
9,82.8649139404,-0.371148943901
9,57.8711700439,-0.371742486954
9,18.4482212067,-0.372437655926
9,13.5297393799,-0.373032838106
9,90.5540313721,-0.373399525881
9,16.9402675629,-0.373652100563
9,14.3515062332,-0.374595105648
9,15768.5107422,-0.37506633997
9,16.757396698,-0.37558722496
9,118.47958374,-0.375957846642
9,24.8022842407,-0.376563698053
9,15636.6914062,-0.377074956894
9,17.3017749786,-0.37755972147
9,19.2978973389,-0.378401219845
9,39.6098403931,-0.378645896912
9,95.6730499268,-0.378987312317
9,52.5772628784,-0.379752635956
9,21.8069114685,-0.3803601861
9,21.2194538116,-0.380728602409
9,15.565164566,-0.38106238842
9,16.6965484619,-0.381505548954
9,80.0386581421,-0.381893992424
9,33.4533195496,-0.382379412651
9,103.470161438,-0.382882654667
9,15626.2832031,-0.38320940733
9,16.5752010345,-0.383706450462
10,61.9943389893,-0.384002000093
10,24.3567180634,-0.384422361851
10,23.4339103699,-0.384771436453
10,18.0151233673,-0.385221302509
10,32.3104934692,-0.385801017284
10,32.4434165955,-0.386174380779
10,166.82673645,-0.38642090559
10,15628.3515625,-0.387088567019
10,32.4378585815,-0.387733876705
10,27.6833667755,-0.387926667929
10,133.048492432,-0.388483315706
10,32.2918624878,-0.389026403427
10,31245.6660156,-0.389078378677
10,33.7932052612,-0.390048861504
10,22.6775474548,-0.390615791082
10,25.8706150055,-0.391156107187
10,92.1173400879,-0.391857892275
10,25.4225406647,-0.392265856266
10,20.3024921417,-0.392793387175
10,15639.0107422,-0.393334269524
10,94.4360809326,-0.394164204597
10,15702.4648438,-0.394543945789
10,26.7522373199,-0.395267665386
10,16.9812297821,-0.395795702934
10,36.0833091736,-0.396436393261
10,31243.3457031,-0.396976858377
10,15631.6982422,-0.39785349369
10,49.9090156555,-0.398701548576
10,24.64793396,-0.399177074432
10,16.4570350647,-0.400085061789
10,22.2599411011,-0.40079087019
10,37.3988761902,-0.401472091675
10,31.8157348633,-0.40190333128
10,15638.6835938,-0.402831017971
10,19.6944465637,-0.403378307819
10,38.5422592163,-0.404065489769
10,27.7379455566,-0.404279828072
10,15646.1630859,-0.4050360322
10,23.6232280731,-0.405969977379
10,27.5983524323,-0.40653693676
10,22.1131515503,-0.407192379236
10,34.9864120483,-0.407489359379
10,15624.9785156,-0.40802270174
10,25.9645195007,-0.408773034811
10,166.479400635,-0.40927106142
10,16.9940223694,-0.409729897976
10,15.6771497726,-0.41041970253
10,13.8811178207,-0.410772681236
10,15627.8330078,-0.41155898571
10,17.5668106079,-0.411839604378
11,20.3161849976,-0.412594974041
11,18.9709434509,-0.413135170937
11,24.6522407532,-0.413672089577
11,26.704410553,-0.414065897465
11,26.4703731537,-0.414602816105
11,44.3817863464,-0.414940536022
11,24.9091415405,-0.415351748466
11,17.1107521057,-0.416071414948
11,15631.0517578,-0.416306912899
11,44.7783813477,-0.417036503553
11,15702.8740234,-0.417539954185
11,33.9214401245,-0.417899280787
11,24.7651119232,-0.418536603451
11,17.0880203247,-0.418739169836
11,14.653837204,-0.41980278492
11,41.9671134949,-0.420153737068
11,50.6825714111,-0.420536905527
11,26.8282546997,-0.420973747969
11,15705.6015625,-0.421563178301
11,23.2860221863,-0.422188907862
11,34.1828994751,-0.422904193401
11,16.4962654114,-0.42320522666
11,68.4389953613,-0.423568665981
11,144.976394653,-0.424049586058
11,18.6496257782,-0.424254834652
11,15701.0976562,-0.425024151802
11,25.3726921082,-0.425504654646
11,25.5464954376,-0.426170885563
11,35.9173088074,-0.426592171192
11,20.4366817474,-0.427061885595
11,20.9537162781,-0.427331864834
11,15644.1318359,-0.428286910057
11,15641.6699219,-0.428792119026
11,43.7725830078,-0.429171144962
11,19.4756717682,-0.429919242859
11,15.8786344528,-0.430329918861
11,42.2789077759,-0.431180715561
11,36.7492637634,-0.431676894426
11,18.1753082275,-0.432217478752
11,28.961807251,-0.432526290417
11,13.4324369431,-0.433184415102
11,37.1753921509,-0.433725237846
11,27.8456840515,-0.434155255556
11,15.9930105209,-0.434627979994
11,15647.5087891,-0.4347653687
11,19.1856098175,-0.4353300035
11,28.7861289978,-0.435896873474
11,31375.9570312,-0.436485856771
11,36.7888221741,-0.437115252018
11,37.8035507202,-0.437886446714
12,19.4887390137,-0.438358366489
12,19.9421463013,-0.438711225986
12,99.9865951538,-0.43953242898
12,143.130844116,-0.440148204565
12,155.824234009,-0.440588057041
12,59.8529014587,-0.44133067131
12,26.733499527,-0.441806286573
12,27.9003582001,-0.442296862602
12,24.2466907501,-0.442846775055
12,14.7075719833,-0.443231552839
12,17.2003936768,-0.443548798561
12,19.0143756866,-0.444236129522
12,42.3951416016,-0.444440066814
12,22.3404140472,-0.444867104292
12,20.4382019043,-0.445441871881
12,14.0774726868,-0.445607364178
12,17.1228294373,-0.446361839771
12,24.1934070587,-0.446642428637
12,54.0310401917,-0.446678578854
12,119.651145935,-0.447302997112
12,20.3641433716,-0.44753497839
12,20.8816413879,-0.447936296463
12,31.4169979095,-0.448183566332
12,24.8475532532,-0.44835716486
12,95.5251846313,-0.448908090591
12,19.6298675537,-0.449284255505
12,17.9571895599,-0.449669927359
12,23.5665836334,-0.449829816818
12,35.1666946411,-0.450582444668
12,14.8615627289,-0.450627535582
12,21.6116924286,-0.450980424881
12,15634.0810547,-0.451542884111
12,18.4871482849,-0.451872169971
12,15636.2363281,-0.452188074589
12,137.656066895,-0.452966481447
12,15.5368251801,-0.453257262707
12,15628.2705078,-0.453832536936
12,86.7870559692,-0.454472184181
12,143.525787354,-0.455029934645
12,18.5007324219,-0.455774605274
12,15.4637260437,-0.456178694963
12,16.2316112518,-0.45659250021
12,14.4722099304,-0.457340478897
12,15629.8486328,-0.457787185907
12,35.2416954041,-0.458337038755
12,15648.9912109,-0.458875924349
12,15628.5234375,-0.459467172623
12,19.477519989,-0.460250854492
12,15778.5546875,-0.460753113031
12,23.2746391296,-0.461539924145
13,18.3899250031,-0.462556064129
13,19.529876709,-0.463277071714
13,15667.7578125,-0.463799417019
13,27.6224136353,-0.464601844549
13,22.1593112946,-0.465474307537
13,29.0601768494,-0.465985536575
13,33.4002342224,-0.466682314873
13,15629.4326172,-0.467542409897
13,15635.8027344,-0.467813462019
13,18.4670009613,-0.468877494335
13,66.7055282593,-0.469530105591
13,20.9761199951,-0.470306754112
13,15.2431592941,-0.470819741488
13,22.6981964111,-0.471713066101
13,14.1348514557,-0.472281724215
13,12.2335262299,-0.472729086876
13,15632.4814453,-0.47338706255
13,20.2948989868,-0.473761439323
13,19.5685958862,-0.474566340446
13,33.8141517639,-0.47522893548
13,15636.7763672,-0.475580573082
13,25.4069919586,-0.476527899504
13,21.2462654114,-0.477140784264
13,58.7461967468,-0.477790653706
13,37.0030403137,-0.478212177753
13,27.5198421478,-0.47883144021
13,15625.3330078,-0.479269564152
13,96.6010284424,-0.47971123457
13,15636.6064453,-0.480425417423
13,19.4545135498,-0.480995565653
13,85.1870574951,-0.481820940971
13,24.0461673737,-0.482343792915
13,26.3969116211,-0.483005166054
13,13.4947071075,-0.483466058969
13,22.6326808929,-0.48417532444
13,13.4777841568,-0.484863042831
13,23.889831543,-0.485231995583
13,15656.1445312,-0.485597282648
13,15625.8300781,-0.486121594906
13,13.4941797256,-0.486995369196
13,15626.1123047,-0.487462550402
13,26.0473766327,-0.48844063282
13,19.1446266174,-0.489229142666
13,33.9758605957,-0.489807456732
13,20.3126182556,-0.490201920271
13,25.0817241669,-0.490790009499
13,15633.6523438,-0.49150365591
13,18.1171894073,-0.492066264153
13,15625.0019531,-0.492753684521
13,26.5500583649,-0.493525326252
14,26.8201274872,-0.494156956673
14,33.8087768555,-0.494773447514
14,32.8817672729,-0.495481938124
14,12.8903779984,-0.495721936226
14,12.9649305344,-0.496676415205
14,14.1773090363,-0.497146248817
14,15633.3320312,-0.497690200806
14,28.2482376099,-0.498448729515
14,27.1016292572,-0.498919695616
14,20.7056312561,-0.499448955059
14,27.3648033142,-0.499979674816
14,17.9953289032,-0.500614762306
